network,State,Station_ID,Site_ID,Site_Name,Latitude,Longitude,Elevation_ft,Elevation_m
SNTL    ,CA,20H13S ,301,ADIN MTN,41.23583,-120.79192,6190,1887
SNTL    ,UT,12M26S ,907,AGUA CANYON,37.52232,-112.27118,8900,2713
SNTL    ,MT,11D28S ,916,ALBRO LAKE,45.5971,-111.95917,8300,2530
SNTL    ,WA,21B48S ,908,ALPINE MEADOWS,47.77957,-121.69847,3500,1067
SNTL    ,NV,15J17S ,1198,AMERICAN BEAUTY,40.5337,-115.4576,7800,2377
SNTL    ,AK,41P07S ,1189,AMERICAN CREEK,64.78969,-141.23376,1050,320
SNTL    ,AK,51K05S ,1062,ANCHOR RIVER DIVIDE,59.85972,-151.315,1653,504
SNTL    ,AK,49M22S ,1070,ANCHORAGE HILLSIDE,61.11483,-149.66683,2080,634
SNTL    ,OR,17D02S ,302,ANEROID LAKE #2,45.21328,-117.19258,7400,2256
SNTL    ,OR,22G06S ,1000,ANNIE SPRINGS,42.87007,-122.16518,6010,1832
SNTL    ,CO,05M07S ,303,APISHAPA,37.33062,-105.06749,10000,3048
SNTL    ,CO,06J08S ,1030,ARAPAHO RIDGE,40.35098,-106.38142,10960,3341
SNTL    ,OR,19D02S ,304,ARBUCKLE MTN,45.19085,-119.25392,5770,1759
SNTL    ,CO,05K06S ,305,ARROW,39.9155,-105.76083,9680,2950
SNTL    ,MT,14A19S ,1165,ASHLEY DIVIDE,48.20178,-114.515,4820,1469
SNTL    ,AK,49T03S ,957,ATIGUN PASS,68.12983,-149.47817,4800,1463
SNTL    ,ID,15F04S ,306,ATLANTA SUMMIT,43.7569,-115.23907,7580,2310
SNTL    ,MT,13A15S ,307,BADGER PASS,48.13088,-113.02317,6900,2103
SNTL    ,AZ,11R06S ,308,BAKER BUTTE,34.4566,-111.40643,7300,2225
SNTL    ,AZ,11R07S ,1140,BAKER BUTTE SMT,34.45547,-111.38272,7700,2347
SNTL    ,WY,07E21S ,309,BALD MTN.,44.8007,-107.84442,9380,2859
SNTL    ,AZ,09S01S ,310,BALDY,33.97883,-109.50344,9125,2781
SNTL    ,MT,15A08S ,311,BANFIELD MOUNTAIN,48.5712,-115.44573,5600,1707
SNTL    ,ID,15E11S ,312,BANNER SUMMIT,44.30342,-115.23447,7040,2146
SNTL    ,MT,13C44S ,313,BARKER LAKES,46.09713,-113.13038,8250,2515
SNTL    ,WY,10F02S ,314,BASE CAMP,43.94583,-110.44677,7030,2143
SNTL    ,MT,12D09S ,315,BASIN CREEK,45.79737,-112.52047,7180,2188
SNTL    ,MT,14B03S ,1190,BASSOO PEAK,47.85573,-114.76387,5150,1570
SNTL    ,NM,06N04S ,316,BATEMAN,36.51216,-106.32129,9300,2835
SNTL    ,WY,07H04S ,317,BATTLE MOUNTAIN,41.05413,-107.26609,7440,2268
SNTL    ,MT,12E08S ,318,BEAGLE SPRINGS,44.47157,-112.98195,8850,2697
SNTL    ,ID,16E11S ,319,BEAR BASIN,44.95222,-116.14293,5350,1631
SNTL    ,ID,13F03S ,320,BEAR CANYON,43.74367,-113.93797,7900,2408
SNTL    ,NV,15H01S ,321,BEAR CREEK,41.83417,-115.45222,8040,2451
SNTL    ,OR,22E10S ,1166,BEAR GRASS,44.3253,-122.0878,4720,1439
SNTL    ,CO,05J39S ,322,BEAR LAKE,40.31118,-105.64483,9500,2896
SNTL    ,ID,16A08S ,323,BEAR MOUNTAIN,48.30577,-116.07448,5400,1646
SNTL    ,CO,07J03S ,1061,BEAR RIVER,40.06153,-107.00955,9080,2768
SNTL    ,UT,10J17S ,992,BEAR RIVER RS,40.8859,-110.82763,8500,2591
SNTL    ,ID,16E10S ,324,BEAR SADDLE,44.60553,-116.98008,6180,1884
SNTL    ,WY,07F01S ,325,BEAR TRAP MEADOW,43.88743,-107.06135,8200,2499
SNTL    ,WY,09E10S ,326,BEARTOOTH LAKE,44.94302,-109.56747,9360,2853
SNTL    ,CO,07M32S ,327,BEARTOWN,37.71409,-107.51212,11600,3536
SNTL    ,CO,06K45S ,1041,BEAVER CK VILLAGE,39.59917,-106.51142,8500,2591
SNTL    ,MT,11E38S ,328,BEAVER CREEK,44.9495,-111.35858,7850,2393
SNTL    ,UT,11K13S ,329,BEAVER DAMS,39.13692,-111.55813,7970,2429
SNTL    ,UT,11J46S ,330,BEAVER DIVIDE,40.61238,-111.09782,8280,2524
SNTL    ,AZ,09S06S ,902,BEAVER HEAD,33.69144,-109.21657,7990,2435
SNTL    ,WA,21A01S ,990,BEAVER PASS,48.8793,-121.2555,3630,1106
SNTL    ,OR,18D09S ,331,BEAVER RESERVOIR,45.14532,-118.219,5150,1570
SNTL    ,AZ,09N05S ,1143,BEAVER SPRING,36.32678,-109.05711,9200,2804
SNTL    ,UT,11H08S ,332,BEN LOMOND PEAK,41.376,-111.94407,8000,2438
SNTL    ,UT,11H30S ,333,BEN LOMOND TRAIL,41.38285,-111.92105,5829,1777
SNTL    ,AK,50M05S ,1086,BENTALIT LODGE,61.93683,-150.98267,150,46
SNTL    ,NV,14K02S ,334,BERRY CREEK,39.31917,-114.62278,9100,2774
SNTL    ,CO,05K14S ,335,BERTHOUD SUMMIT,39.80392,-105.77789,11300,3444
SNTL    ,AK,51R01S ,1182,BETTLES FIELD,66.91667,-151.53333,640,195
SNTL    ,UT,12J02S ,1214,BEVANS CABIN,40.46233,-112.2529,6430,1960
SNTL    ,NV,15H04S ,336,BIG BEND,41.76168,-115.6931,6700,2042
SNTL    ,NV,17K04S ,337,BIG CREEK SUM,39.29158,-117.11415,8695,2650
SNTL    ,ID,15E02S ,338,BIG CREEK SUMMIT,44.62642,-115.7937,6580,2006
SNTL    ,UT,12L07S ,339,BIG FLAT,38.30187,-112.35672,10349,3154
SNTL    ,WY,07E32S ,931,BIG GOOSE,44.57915,-107.20085,7990,2435
SNTL    ,NV,19K08S ,340,BIG MEADOW,39.45503,-119.94222,8249,2514
SNTL    ,OR,22G21S ,341,BIG RED MOUNTAIN,42.05257,-122.85487,6050,1844
SNTL    ,WY,09G09S ,342,BIG SANDY OPENING,42.64682,-109.25965,9080,2768
SNTL    ,OR,23G15S ,343,BIGELOW CAMP,42.07875,-123.34393,5130,1564
SNTL    ,OR,22G13S ,344,BILLIE CREEK DIVIDE,42.40717,-122.26617,5280,1609
SNTL    ,NV,14K01S ,1155,BIRD CREEK,39.46175,-114.64947,7900,2408
SNTL    ,CO,07K12S ,345,BISON LAKE,39.76487,-107.35681,10880,3316
SNTL    ,MT,13B25S ,346,BISSON CREEK,47.68387,-113.99907,4920,1500
SNTL    ,MT,11E35S ,347,BLACK BEAR,44.50832,-111.12803,8170,2490
SNTL    ,UT,11L04S ,348,BLACK FLAT-U.M. CK,38.67985,-111.59772,9462,2884
SNTL    ,CO,05J28S ,1161,BLACK MOUNTAIN,40.888,-105.66397,8920,2719
SNTL    ,MT,13C13S ,349,BLACK PINE,46.414,-113.43095,7210,2198
SNTL    ,WY,06H26S ,1119,BLACKHALL MTN,41.05616,-106.71384,9820,2993
SNTL    ,UT,10J22S ,1162,BLACKS FORK JCT,40.95833,-110.58255,8870,2704
SNTL    ,MT,14B04S ,1144,BLACKTAIL MTN,47.98288,-114.2543,5650,1722
SNTL    ,WY,09E13S ,350,BLACKWATER,44.37667,-109.79333,9780,2981
SNTL    ,OR,21D33S ,351,BLAZED ALDER,45.4287,-121.85605,3650,1113
SNTL    ,WA,20B02S ,352,BLEWETT PASS,47.35037,-120.6796,4240,1292
SNTL    ,WY,10G02S ,353,BLIND BULL SUM,42.964,-110.60973,8650,2637
SNTL    ,SD,03E03S ,354,BLIND PARK,44.10762,-103.9768,6890,2100
SNTL    ,MT,13D10S ,355,BLOODY DICK,45.1651,-113.50093,7600,2316
SNTL    ,CA,19L05S ,356,BLUE LAKES,38.6078,-119.92443,8057,2456
SNTL    ,OR,18E16S ,357,BLUE MOUNTAIN SPRING,44.24767,-118.51722,5870,1789
SNTL    ,ID,16F02S ,978,BOGUS BASIN,43.76377,-116.09685,6340,1932
SNTL    ,WY,07E18S ,358,BONE SPRINGS DIV,44.67888,-107.5811,9350,2850
SNTL    ,ID,14G01S ,359,BOSTETTER R.S.,42.16389,-114.1925,7500,2286
SNTL    ,MT,11C01S ,360,BOULDER MOUNTAIN,46.5596,-111.28973,7950,2423
SNTL    ,OR,18E05S ,361,BOURNE,44.83052,-118.18787,5850,1783
SNTL    ,OR,18D20S ,362,BOWMAN SPRINGS,45.36428,-118.46715,4530,1381
SNTL    ,MT,10D31S ,363,BOX CANYON,45.27163,-110.24935,6670,2033
SNTL    ,UT,12L04S ,364,BOX CREEK,38.508,-112.0186,9828,2996
SNTL    ,MT,10D35S ,365,BRACKETT CREEK,45.8911,-110.93852,7320,2231
SNTL    ,UT,12M14S ,1154,BRIAN HEAD,37.68025,-112.85653,9972,3039
SNTL    ,UT,11J57S ,366,BRIGHTON,40.59917,-111.58268,8750,2667
SNTL    ,NV,15N09S ,1111,BRISTLECONE TRAIL,36.31575,-115.69543,8979,2737
SNTL    ,WY,06H13S ,367,BROOKLYN LAKE,41.35885,-106.23209,10240,3121
SNTL    ,UT,10J30S ,368,BROWN DUCK,40.58105,-110.58583,10600,3231
SNTL    ,WA,21A28S ,1080,BROWN TOP,48.92755,-121.19713,5830,1777
SNTL    ,CO,06K40S ,369,BRUMLEY,39.08766,-106.5417,10600,3231
SNTL    ,ID,16D09S ,370,BRUNDAGE RESERVOIR,45.04315,-116.13253,6250,1905
SNTL    ,UT,11K31S ,371,BUCK FLAT,39.134,-111.43727,9430,2874
SNTL    ,UT,10J23S ,1192,BUCK PASTURE,40.8446,-110.66075,9700,2957
SNTL    ,UT,09M01S ,1153,BUCKBOARD FLAT,37.86943,-109.44717,8998,2743
SNTL    ,WA,23B18S ,1107,BUCKINGHORSE,47.7086,-123.45747,4870,1484
SNTL    ,CO,06K16S ,938,BUCKSKIN JOE,39.3035,-106.11307,11150,3399
SNTL    ,NV,17H02S ,373,BUCKSKIN LOWER,41.75067,-117.53182,6915,2108
SNTL    ,CO,06J18S ,913,BUFFALO PARK,40.22861,-106.59528,9240,2816
SNTL    ,UT,11H37S ,374,BUG LAKE,41.68467,-111.41915,7950,2423
SNTL    ,WA,21C38S ,375,BUMPING RIDGE,46.81003,-121.33058,4610,1405
SNTL    ,WA,17A01S ,376,BUNCHGRASS MDW,48.68688,-117.17633,5000,1524
SNTL    ,WY,07E33S ,377,BURGESS JUNCTION,44.78765,-107.52917,7880,2402
SNTL    ,CA,19L41S ,1051,BURNSIDE LAKE,38.71943,-119.8942,8129,2478
SNTL    ,WA,21B63S ,942,BURNT MOUNTAIN,47.0444,-121.94032,4170,1271
SNTL    ,MT,09D21S ,981,BURNT MTN,45.24013,-109.45942,5880,1792
SNTL    ,CO,07K02S ,378,BURRO MOUNTAIN,39.87505,-107.59853,9400,2865
SNTL    ,WY,09F04S ,379,BURROUGHS CREEK,43.69745,-109.67018,8750,2667
SNTL    ,UT,10J06S ,1135,BURTS MILLER RANCH,40.98492,-110.85075,8000,2438
SNTL    ,CO,06L11S ,380,BUTTE,38.89433,-106.953,10160,3097
SNTL    ,WA,22D01S ,1109,CALAMITY,45.90362,-122.21633,2500,762
SNTL    ,MT,13D26S ,381,CALVERT CREEK,45.8838,-113.32553,6430,1960
SNTL    ,ID,15F09S ,382,CAMAS CREEK DIVIDE,43.26548,-115.3453,5710,1740
SNTL    ,UT,09M02S ,383,CAMP JACKSON,37.81333,-109.48752,8968,2733
SNTL    ,WY,10E03S ,384,CANYON,44.71943,-110.51105,7870,2399
SNTL    ,MT,11E29S ,385,CARROT BASIN,44.96192,-111.29403,9000,2743
SNTL    ,CA,19L45S ,1067,CARSON PASS,38.69308,-119.99335,8353,2546
SNTL    ,CO,07M05S ,386,CASCADE,37.65083,-107.80602,8880,2707
SNTL    ,CO,07M35S ,387,CASCADE #2,37.658,-107.80268,8920,2719
SNTL    ,UT,11J70S ,1039,CASCADE MOUNTAIN,40.28302,-111.60992,7702,2348
SNTL    ,OR,22F03S ,388,CASCADE SUMMIT,43.59042,-122.0601,5100,1554
SNTL    ,WY,06G01S ,389,CASPER MTN.,42.73389,-106.31861,7900,2408
SNTL    ,WY,09F20S ,1130,CASTLE CREEK,43.6748,-109.3774,8400,2560
SNTL    ,UT,12M13S ,390,CASTLE VALLEY,37.66083,-112.74095,9580,2920
SNTL    ,NV,14K08S ,1152,CAVE MOUNTAIN,39.16357,-114.61158,10510,3203
SNTL    ,WA,21C41S ,1085,CAYUSE PASS,46.86954,-121.5343,5240,1597
SNTL    ,CA,20H06S ,391,CEDAR PASS,41.58233,-120.3025,7030,2143
SNTL    ,AZ,12P01S ,1139,CHALENDER,35.26247,-112.06231,7100,2164
SNTL    ,UT,11J01S ,392,CHALK CREEK #1,40.85458,-111.04777,8993,2741
SNTL    ,UT,11J02S ,393,CHALK CREEK #2,40.88533,-111.06932,8158,2487
SNTL    ,NM,06N03S ,394,CHAMITA,36.95636,-106.65682,8400,2560
SNTL    ,CO,06K46S ,1101,CHAPMAN TUNNEL,39.26217,-106.62931,10110,3082
SNTL    ,OR,21F22S ,395,CHEMULT ALTERNATE,43.22625,-121.80662,4850,1478
SNTL    ,UT,10J43S ,396,CHEPETA,40.77483,-110.00983,10592,3228
SNTL    ,AK,42N01S ,1093,CHISANA,62.069,-142.049,3320,1012
SNTL    ,ID,14F19S ,895,CHOCOLATE GULCH,43.7685,-114.41812,6440,1963
SNTL    ,WY,06H24S ,1046,CINNABAR PARK,41.23837,-106.23095,9574,2918
SNTL    ,OR,21D13S ,398,CLACKAMAS LAKE,45.09658,-121.75443,3400,1036
SNTL    ,UT,11M06S ,983,CLAYTON SPRINGS,37.972,-111.83317,10049,3063
SNTL    ,UT,11K21S ,399,CLEAR CREEK #1,39.86633,-111.283,8908,2715
SNTL    ,UT,11K22S ,400,CLEAR CREEK #2,39.89283,-111.25067,7659,2334
SNTL    ,OR,21D12S ,401,CLEAR LAKE,45.18832,-121.6916,3810,1161
SNTL    ,WY,07E36S ,402,CLOUD PEAK RESERVOIR,44.40343,-107.06057,9860,3005
SNTL    ,MT,11D08S ,403,CLOVER MEADOW,45.01788,-111.8456,8600,2621
SNTL    ,CO,06L06S ,1059,COCHETOPA PASS,38.16283,-106.59883,10020,3054
SNTL    ,WY,09F25S ,405,COLD SPRINGS,43.27678,-109.44582,9630,2935
SNTL    ,OR,22G24S ,406,COLD SPRINGS CAMP,42.53305,-122.17683,5940,1811
SNTL    ,AK,50S01S ,958,COLDFOOT,67.25333,-150.183,1040,317
SNTL    ,WY,04E07S ,982,COLE CANYON,44.48632,-104.41043,5910,1801
SNTL    ,MT,09D16S ,407,COLE CREEK,45.19403,-109.34548,7850,2393
SNTL    ,NV,16H06S ,1204,COLUMBIA BASIN,41.6716,-116.0703,6650,2027
SNTL    ,CO,06J03S ,408,COLUMBINE,40.3948,-106.60408,9160,2792
SNTL    ,CO,08L02S ,409,COLUMBINE PASS,38.41795,-108.38249,9400,2865
SNTL    ,CO,08M10S ,904,COLUMBUS BASIN,37.44147,-108.02445,10785,3287
SNTL    ,MT,13C33S ,410,COMBINATION,46.46523,-113.39358,5600,1707
SNTL    ,ID,15C16S ,411,COOL CREEK,46.76361,-115.29528,6280,1914
SNTL    ,AK,49L10S ,959,COOPER LAKE,60.39027,-149.6936,1200,366
SNTL    ,CO,05J18S ,412,COPELAND LAKE,40.20778,-105.56861,8600,2621
SNTL    ,MT,12B16S ,413,COPPER BOTTOM,47.05678,-112.595,5200,1585
SNTL    ,MT,12B14S ,414,COPPER CAMP,47.08158,-112.72955,6950,2118
SNTL    ,CO,06K24S ,415,COPPER MOUNTAIN,39.48954,-106.17095,10550,3216
SNTL    ,NV,15L02S,1209,CORDUROY FLAT,38.9965,-115.4245,8720,2658
SNTL    ,AZ,09S07S ,416,CORONADO TRAIL,33.80392,-109.15282,8400,2560
SNTL    ,NV,15J12S ,417,CORRAL CANYON,40.27783,-115.53467,8500,2591
SNTL    ,WA,21B13S ,418,CORRAL PASS,47.01872,-121.46464,5800,1768
SNTL    ,WY,10G25S ,419,COTTONWOOD CREEK,42.6459,-110.81482,7670,2338
SNTL    ,WA,21B42S ,420,COUGAR MOUNTAIN,47.27666,-121.67138,3200,975
SNTL    ,OR,18D08S ,422,COUNTY LINE,45.19107,-118.55015,4830,1472
SNTL    ,ID,15E08S ,423,COZY COVE,44.28783,-115.65527,5380,1640
SNTL    ,ID,11E37S ,424,CRAB CREEK,44.43672,-111.99348,6860,2091
SNTL    ,ID,15C09S ,425,CRATER MEADOWS,46.56306,-115.28833,5960,1817
SNTL    ,OR,20G12S ,1010,CRAZYMAN FLAT,42.6381,-120.94917,6180,1884
SNTL    ,CO,07J04S ,426,CROSHO,40.16745,-107.0575,9100,2774
SNTL    ,WY,05H02S ,1045,CROW CREEK,41.2287,-105.38278,8330,2539
SNTL    ,CA,20H02S ,977,CROWDER FLAT,41.89318,-120.75202,5170,1576
SNTL    ,MT,09C01S ,427,CRYSTAL LAKE,46.78942,-109.51205,6050,1844
SNTL    ,CA,20K31S ,428,CSS LAB,39.32565,-120.36807,6855,2089
SNTL    ,CO,05M03S ,430,CULEBRA #2,37.20945,-105.19959,10500,3200
SNTL    ,CO,06M22S ,431,CUMBRES TRESTLE,37.01878,-106.45179,10040,3060
SNTL    ,UT,11J32S ,432,CURRANT CREEK,40.35733,-111.08982,8000,2438
SNTL    ,MT,10C15S ,919,DAISY PEAK,46.66858,-110.33022,7600,2316
SNTL    ,MT,13C39S ,433,DALY CREEK,46.18367,-113.8533,5780,1762
SNTL    ,OR,22E08S ,434,DALY LAKE,44.52147,-122.08718,3690,1125
SNTL    ,UT,11J23S ,435,DANIELS-STRAWBERRY,40.29488,-111.25638,8037,2450
SNTL    ,MT,13D19S ,436,DARKHORSE LAKE,45.17372,-113.58448,8600,2621
SNTL    ,MT,10C09S ,437,DEADMAN CREEK,46.79282,-110.67543,6450,1966
SNTL    ,CO,05J06S ,438,DEADMAN HILL,40.80571,-105.76993,10220,3115
SNTL    ,ID,15E04S ,439,DEADWOOD SUMMIT,44.54483,-115.563,6860,2091
SNTL    ,WY,08G10S ,923,DEER PARK,42.59078,-108.90268,9700,2957
SNTL    ,NV,14K09S ,1210,DEFIANCE MINES,39.0852,-114.8997,9200,2804
SNTL    ,OR,19E03S ,440,DERR.,44.4465,-119.93012,5850,1783
SNTL    ,OR,22F18S ,442,DIAMOND LAKE,43.18787,-122.14003,5280,1609
SNTL    ,NV,15K03S ,443,DIAMOND PEAK,39.5637,-115.84332,8033,2448
SNTL    ,UT,11K15S ,444,DILL&#039;S CAMP,39.04557,-111.46863,9182,2799
SNTL    ,NV,18H01S ,445,DISASTER PEAK,41.96735,-118.18942,6500,1981
SNTL    ,CA,20H12S ,446,DISMAL SWAMP,41.99127,-120.18033,7360,2243
SNTL    ,MT,12E07S ,448,DIVIDE,44.79317,-112.05645,7800,2377
SNTL    ,WY,07H05S ,449,DIVIDE PEAK,41.30398,-107.15241,8880,2707
SNTL    ,ID,14F08S ,450,DOLLARHIDE SUMMIT,43.6025,-114.67417,8420,2566
SNTL    ,WY,07E34S ,451,DOME LAKE,44.57462,-107.29537,8880,2707
SNTL    ,UT,11L05S ,452,DONKEY RESERVOIR,38.20948,-111.4825,9800,2987
SNTL    ,NV,15J01S ,453,DORSEY BASIN,40.89333,-115.20483,8100,2469
SNTL    ,NV,15H24S ,454,DRAW CREEK,41.66198,-115.32397,7200,2195
SNTL    ,UT,11H55S ,455,DRY BREAD POND,41.4131,-111.53783,8350,2545
SNTL    ,UT,12J09S ,906,DRY FORK,40.56517,-112.17328,7093,2162
SNTL    ,CO,06J01S ,457,DRY LAKE,40.53609,-106.7815,8400,2560
SNTL    ,WA,23B16S ,943,DUNGENESS,47.87224,-123.0788,4010,1222
SNTL    ,MT,12A02S ,458,DUPUYER CREEK,48.06343,-112.75733,5750,1753
SNTL    ,AK,45Q05S ,960,EAGLE SUMMIT,65.48588,-145.41212,3650,1113
SNTL    ,MT,10D39S ,1105,EAST BOULDER MINE,45.5037,-110.0802,6335,1931
SNTL    ,WY,10F17S ,460,EAST RIM DIVIDE,43.13097,-110.2023,7930,2417
SNTL    ,UT,09K01S ,461,EAST WILLOW CREEK,39.312,-109.53188,8301,2530
SNTL    ,WA,21A07S ,998,EASY PASS,48.85933,-121.43895,5270,1606
SNTL    ,CA,19L19S ,462,EBBETTS PASS,38.54955,-119.80465,8765,2672
SNTL    ,CO,05K27S ,936,ECHO LAKE,39.65627,-105.59345,10600,3231
SNTL    ,CA,20L06S ,463,ECHO PEAK,38.84903,-120.0785,7670,2338
SNTL    ,UT,10J21S ,1163,EF BLACKS FORK GS,40.88433,-110.53995,9308,2837
SNTL    ,OR,18E03S ,464,EILERTSON MEADOWS,44.86887,-118.11387,5510,1679
SNTL    ,CO,08M06S ,465,EL DIENTE PEAK,37.78617,-108.02155,10000,3048
SNTL    ,WA,21A32S ,910,ELBOW LAKE,48.69092,-121.90893,3040,927
SNTL    ,ID,16C20S ,466,ELK BUTTE,46.83998,-116.12233,5690,1734
SNTL    ,NM,05P04S ,921,ELK CABIN,35.7043,-105.80675,8210,2502
SNTL    ,MT,10C27S ,1106,ELK PEAK,46.4845,-110.7125,7600,2316
SNTL    ,CO,06J15S ,467,ELK RIVER,40.84781,-106.96871,8700,2652
SNTL    ,WY,09F23S ,468,ELKHART PARK G.S.,43.00657,-109.75893,9400,2865
SNTL    ,CO,06K29S ,1120,ELLIOT RIDGE,39.864,-106.4246,10520,3206
SNTL    ,MT,13A24S ,469,EMERY CREEK,48.43412,-113.93725,4350,1326
SNTL    ,OR,18D04S ,470,EMIGRANT SPRINGS,45.55808,-118.45383,3800,1158
SNTL    ,ID,11G06S ,471,EMIGRANT SUMMIT,42.36055,-111.56085,7390,2252
SNTL    ,AK,48L06S ,1071,ESTHER ISLAND,60.798,-148.0857,50,15
SNTL    ,WY,09E11S ,472,EVENING STAR,44.65258,-109.78422,9200,2804
SNTL    ,AK,49L18S ,1092,EXIT GLACIER,60.19033,-149.62117,400,122
SNTL    ,AK,47P03S ,1174,FAIRBANKS F.O.,64.85,-147.8,450,137
SNTL    ,CA,20L10S ,473,FALLEN LEAF,38.93405,-120.05457,6236,1901
SNTL    ,UT,11J11S ,474,FARMINGTON,40.97483,-111.80933,8000,2438
SNTL    ,UT,11J12S ,1054,FARMINGTON LOWER,40.992,-111.81702,6779,2066
SNTL    ,UT,11L01S ,475,FARNSWORTH LAKE,38.77288,-111.67658,9682,2951
SNTL    ,NV,16H08S ,476,FAWN CREEK,41.82098,-116.10153,7000,2134
SNTL    ,OR,18G02S ,477,FISH CREEK,42.70992,-118.6321,7660,2335
SNTL    ,WA,21B04S ,478,FISH LAKE,47.53565,-121.08553,3430,1045
SNTL    ,UT,11L03S ,1149,FISH LAKE UTAH,38.50515,-111.76745,8818,2688
SNTL    ,OR,22G14S ,479,FISH LK.,42.3801,-122.34943,4660,1420
SNTL    ,MT,09D06S ,480,FISHER CREEK,45.06233,-109.94493,9100,2774
SNTL    ,UT,10J26S ,481,FIVE POINTS LAKE,40.71777,-110.46717,10940,3335
SNTL    ,MT,13A19S ,482,FLATTOP MTN.,48.80238,-113.85722,6300,1920
SNTL    ,CO,05K30S ,1186,FOOL CREEK,39.8687,-105.8675,11150,3399
SNTL    ,CA,19L43S ,1049,FORESTDALE CREEK,38.68245,-119.9597,8017,2444
SNTL    ,AZ,11P02S ,1121,FORT VALLEY,35.26806,-111.74486,7350,2240
SNTL    ,AK,45R01S ,961,FORT YUKON,66.5705,-145.24553,430,131
SNTL    ,OR,22G12S ,483,FOURMILE LAKE,42.43933,-122.2288,5970,1820
SNTL    ,ID,11G32S ,484,FRANKLIN BASIN,42.05067,-111.602,8085,2464
SNTL    ,CO,06K08S ,485,FREMONT PASS,39.37991,-106.19681,11400,3475
SNTL    ,NM,08S01S ,486,FRISCO DIVIDE,33.73646,-108.94502,8000,2438
SNTL    ,MT,12C13S ,487,FROHNER MEADOW,46.43545,-112.19277,6480,1975
SNTL    ,AZ,11P13S ,488,FRY,35.07297,-111.84374,7200,2195
SNTL    ,ID,14F17S ,489,GALENA,43.87722,-114.6725,7470,2277
SNTL    ,ID,14F12S ,490,GALENA SUMMIT,43.87497,-114.71363,8780,2676
SNTL    ,NM,05N18S ,491,GALLEGOS PEAK,36.19446,-105.55795,9800,2987
SNTL    ,UT,11H07S ,1114,GARDEN CITY SUMMIT,41.922,-111.46817,7600,2316
SNTL    ,UT,13M07S ,1066,GARDNER PEAK,37.40122,-113.45948,8322,2537
SNTL    ,ID,13F04S ,492,GARFIELD R.S.,43.6104,-113.9308,6560,1999
SNTL    ,MT,15A05S ,918,GARVER CREEK,48.97523,-115.81915,4250,1295
SNTL    ,UT,13H05S ,1151,GEORGE CREEK,41.91582,-113.41158,8994,2741
SNTL    ,OR,21G04S ,945,GERBER RESERVOIR,42.2062,-121.1334,4890,1490
SNTL    ,ID,11G33S ,493,GIVEOUT,42.41322,-111.16632,6930,2112
SNTL    ,CO,05L11S ,1057,GLEN COVE,38.87583,-105.07367,11460,3493
SNTL    ,AK,50R04S ,962,GOBBLERS KNOB,66.745,-150.6675,2030,619
SNTL    ,NV,17J02S ,1195,GOLCONDA,40.884,-117.5879,6560,1999
SNTL    ,WA,18A26S ,1159,GOLD AXE CAMP,48.9516,-118.9864,5360,1634
SNTL    ,OR,18E08S ,494,GOLD CENTER,44.7638,-118.3117,5410,1649
SNTL    ,UT,11L12S ,495,GOOSEBERRY R.S.,38.80035,-111.68325,7950,2423
SNTL    ,UT,11L02S ,1184,GOOSEBERRY R.S. UP,38.78903,-111.6887,8347,2544
SNTL    ,ID,15F14S ,496,GRAHAM GUARD STA.,43.9538,-115.27387,5690,1734
SNTL    ,WY,10F30S ,1082,GRAND TARGHEE,43.77933,-110.92783,9260,2822
SNTL    ,AK,49L09S ,956,GRANDVIEW,60.60832,-149.06313,1100,335
SNTL    ,WY,10F29S ,497,GRANITE CREEK,43.34298,-110.43495,6770,2063
SNTL    ,AK,45O04S ,963,GRANITE CRK,63.94382,-145.39993,1240,378
SNTL    ,NV,17H08S ,498,GRANITE PEAK,41.67042,-117.56663,8543,2604
SNTL    ,WY,10E15S ,499,GRASSY LAKE,44.12612,-110.83435,7265,2214
SNTL    ,MT,14A11S ,500,GRAVE CREEK,48.91453,-114.76663,4300,1311
SNTL    ,WY,07F06S ,501,GRAVE SPRINGS,43.46643,-107.23977,8550,2606
SNTL    ,CO,06M21S ,1058,GRAYBACK,37.47033,-106.53783,11620,3542
SNTL    ,WA,21C10S ,502,GREEN LAKE,46.54741,-121.17093,5920,1804
SNTL    ,NV,15J09S ,503,GREEN MOUNTAIN,40.38433,-115.52517,8000,2438
SNTL    ,OR,21D01S ,504,GREENPOINT,45.62237,-121.70415,3310,1009
SNTL    ,CO,05K09S ,505,GRIZZLY PEAK,39.64645,-105.8694,11100,3383
SNTL    ,WY,10F19S ,506,GROS VENTRE SUMMIT,43.38877,-110.12947,8750,2667
SNTL    ,WA,20B11S ,507,GROUSE CAMP,47.28107,-120.48771,5390,1643
SNTL    ,AK,49L14S ,964,GROUSE CREEK DIVIDE,60.25965,-149.34228,700,213
SNTL    ,WY,09F28S ,944,GUNSIGHT PASS,43.38332,-109.87815,9820,2993
SNTL    ,UT,13M06S ,1065,GUTZ PEAK,37.49617,-113.94235,6763,2061
SNTL    ,CA,19L03S ,508,HAGAN&#039;S MEADOW,38.85185,-119.93742,7776,2370
SNTL    ,WY,10G24S ,509,HAMS FORK,42.146,-110.67833,7840,2390
SNTL    ,MT,14A14S ,510,HAND CREEK,48.30758,-114.84072,5035,1535
