network,State,Station_ID,Site_ID,Site_Name,Latitude,Longitude,Elevation_ft,Elevation_m
SNTL    ,CO,05J05S ,1042,WILD BASIN,40.20105,-105.60248,9560,2914
SNTL    ,AZ,09S18S ,866,WILDCAT,33.75835,-109.47973,7850,2393
SNTL    ,ID,12G17S ,867,WILDHORSE DIVIDE,42.75743,-112.47783,6490,1978
SNTL    ,WY,10G23S ,868,WILLOW CREEK,42.81513,-110.83515,8380,2554
SNTL    ,CO,06J05S ,869,WILLOW CREEK PASS,40.34703,-106.09433,9540,2908
SNTL    ,CO,05J40S ,870,WILLOW PARK,40.43254,-105.73337,10700,3261
SNTL    ,ID,15G02S ,871,WILSON CREEK,42.01257,-115.00278,7120,2170
SNTL    ,WY,05G05S ,872,WINDY PEAK,42.2802,-105.57816,7900,2408
SNTL    ,OR,18D21S ,873,WOLF CREEK,45.06703,-118.15192,5630,1716
SNTL    ,CO,06M17S ,874,WOLF CREEK SUMMIT,37.47922,-106.8017,11000,3353
SNTL    ,WY,09E08S ,875,WOLVERINE,44.80428,-109.65702,7650,2332
SNTL    ,MT,12B17S ,876,WOOD CREEK,47.44847,-112.81428,5960,1817
SNTL    ,AZ,10S01S ,877,WORKMAN CREEK,33.81242,-110.91773,6900,2103
SNTL    ,WY,09F18S ,878,YOUNTS PEAK,43.93203,-109.81783,8350,2545
SNTL    ,CO,06J19S ,1033,ZIRKEL,40.79488,-106.59535,9340,2847
